state,district,taluka,village,structure_code,structure_name,structure_owner_department,structure_owner_department_sub_type,structure_type,village_population,Village population
Maharashtra,Washim,Karanja,Pendha,WA/KRNJ/Pendha/AGR/GCB3,PendhaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pendha,WA/KRNJ/Pendha/AGR/GCB2,PendhaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pendha,WA/KRNJ/Pendha/AGR/GCB1,PendhaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pimpalgaon Kh.,WA/KRNJ/Pimpalgaon Kh./AGR/GCB5,Pimpalgaon Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pimpalgaon Kh.,WA/KRNJ/Pimpalgaon Kh./AGR/GCB4,Pimpalgaon Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pimpalgaon Kh.,WA/KRNJ/Pimpalgaon Kh./AGR/GCB3,Pimpalgaon Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pimpalgaon Kh.,WA/KRNJ/Pimpalgaon Kh./AGR/GCB2,Pimpalgaon Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Pimpalgaon Kh.,WA/KRNJ/Pimpalgaon Kh./AGR/GCB1,Pimpalgaon Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB16,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB15,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB14,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB13,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB12,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB11,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB10,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB9,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB8,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB7,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB6,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB5,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB4,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB3,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB2,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Rahati,WA/KRNJ/Rahati/AGR/GCB1,RahatiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ramnagar,WA/KRNJ/Ramnagar/AGR/GCB2,RamnagarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ramtek,WA/KRNJ/Ramtek/AGR/GCB4,RamtekDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ramtek,WA/KRNJ/Ramtek/AGR/GCB3,RamtekDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ramtek,WA/KRNJ/Ramtek/AGR/GCB2,RamtekDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ramtek,WA/KRNJ/Ramtek/AGR/GCB1,RamtekDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Shinganapur,WA/KRNJ/Shinganapur/AGR/GCB5,ShinganapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Shinganapur,WA/KRNJ/Shinganapur/AGR/GCB4,ShinganapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Shinganapur,WA/KRNJ/Shinganapur/AGR/GCB3,ShinganapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Shinganapur,WA/KRNJ/Shinganapur/AGR/GCB2,ShinganapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Shinganapur,WA/KRNJ/Shinganapur/AGR/GCB1,ShinganapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Somthana,WA/KRNJ/Somthana/AGR/CNB1,SomthanaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Karanja,Sukali,WA/KRNJ/Sukali/AGR/GCB5,SukaliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Sukali,WA/KRNJ/Sukali/AGR/GCB4,SukaliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Sukali,WA/KRNJ/Sukali/AGR/GCB3,SukaliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Sukali,WA/KRNJ/Sukali/AGR/GCB2,SukaliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Sukali,WA/KRNJ/Sukali/AGR/GCB1,SukaliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/CNB2,Takali Bk.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/CNB1,Takali Bk.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB9,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB8,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB7,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB6,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB5,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB4,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB3,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB2,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Takali Bk.,WA/KRNJ/Takali Bk./AGR/GCB1,Takali Bk.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB6,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB5,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB4,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB3,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB2,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Ujaleshwar,WA/KRNJ/Ujaleshwar/AGR/GCB1,UjaleshwarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Virgavhan,WA/KRNJ/Virgavhan/AGR/FP1,VirgavhanFarmpond ,Agriculture Department,,Farmpond ,,
Maharashtra,Washim,Karanja,Wadgaon,WA/KRNJ/Wadgaon/AGR/GCB1,WadgaonDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Wahitkhed,WA/KRNJ/Wahitkhed/AGR/DCCT2,WahitkhedDeep CCT,Agriculture Department,,Deep CCT,,
Maharashtra,Washim,Karanja,Wahitkhed,WA/KRNJ/Wahitkhed/AGR/DCCT1,WahitkhedDeep CCT,Agriculture Department,,Deep CCT,,
Maharashtra,Washim,Karanja,Wahitkhed,WA/KRNJ/Wahitkhed/AGR/GCB2,WahitkhedDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Wahitkhed,WA/KRNJ/Wahitkhed/AGR/GCB1,WahitkhedDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Waki,WA/KRNJ/Waki/AGR/GCB3,WakiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Waki,WA/KRNJ/Waki/AGR/GCB2,WakiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Waki,WA/KRNJ/Waki/AGR/GCB1,WakiDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Yasupur,WA/KRNJ/Yasupur/AGR/GCB2,YasupurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Yasupur,WA/KRNJ/Yasupur/AGR/GCB1,YasupurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Karanja,Zolgaon,WA/KRNJ/Zolgaon/AGR/CNB2,ZolgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Karanja,Zolgaon,WA/KRNJ/Zolgaon/AGR/CNB1,ZolgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Karanja,Zolgaon,WA/KRNJ/Zolgaon/AGR/GCB3,ZolgaonDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB7,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB6,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB5,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB4,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB3,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB2,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/GCB1,Dhanora Kh.Dhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/CNB5,Dhanora Kh.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/CNB4,Dhanora Kh.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/CNB3,Dhanora Kh.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/CNB2,Dhanora Kh.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Dhanora Kh.,WA/MNR/Dhanora Kh./AGR/CNB1,Dhanora Kh.CNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Galamgaon,WA/MNR/Galamgaon/AGR/STTK1,GalamgaonStorage Tank,Agriculture Department,,Storage Tank,,
Maharashtra,Washim,Manora,Girda,WA/MNR/Girda/AGR/GCB5,GirdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Girda,WA/MNR/Girda/AGR/GCB4,GirdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Girda,WA/MNR/Girda/AGR/GCB3,GirdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Girda,WA/MNR/Girda/AGR/GCB2,GirdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Girda,WA/MNR/Girda/AGR/GCB1,GirdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/CNB3,JamniCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/CNB2,JamniCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB6,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB5,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB4,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB3,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB2,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Jamni,WA/MNR/Jamni/AGR/GCB1,JamniDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Khapardari,WA/MNR/Khapardari/AGR/CNB1,KhapardariCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Khapardari,WA/MNR/Khapardari/AGR/GCB3,KhapardariDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Khapardari,WA/MNR/Khapardari/AGR/GCB2,KhapardariDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Khapardari,WA/MNR/Khapardari/AGR/GCB1,KhapardariDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB7,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB6,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB5,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB4,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB3,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB2,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kherda,WA/MNR/Kherda/AGR/GCB1,KherdaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/CNB1,KolarCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB7,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB6,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB5,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB4,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB3,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB2,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Kolar,WA/MNR/Kolar/AGR/GCB1,KolarDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Mahamad Shahapur,WA/MNR/Mahamad Shahapur/AGR/GCB3,Mahamad ShahapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Mahamad Shahapur,WA/MNR/Mahamad Shahapur/AGR/GCB2,Mahamad ShahapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Mahamad Shahapur,WA/MNR/Mahamad Shahapur/AGR/GCB1,Mahamad ShahapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB8,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB7,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB6,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB5,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB4,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB3,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB2,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Panchala,WA/MNR/Panchala/AGR/GCB1,PanchalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/CNB1,PimpriCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/DCCT1,PimpriDeep CCT,Agriculture Department,,Deep CCT,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB9,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB8,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB7,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB6,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB5,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB4,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB3,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB2,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Pimpri,WA/MNR/Pimpri/AGR/GCB1,PimpriDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Rohna,WA/MNR/Rohna/AGR/GCB2,RohnaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Rohna,WA/MNR/Rohna/AGR/GCB1,RohnaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Somnathnagar,WA/MNR/Somnathnagar/AGR/DCCT1,SomnathnagarDeep CCT,Agriculture Department,,Deep CCT,,
Maharashtra,Washim,Manora,Somnathnagar,WA/MNR/Somnathnagar/AGR/MNB1,SomnathnagarMNB,Agriculture Department,,MNB,,
Maharashtra,Washim,Manora,Tembhala,WA/MNR/Tembhala/AGR/GCB7,TembhalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Tembhala,WA/MNR/Tembhala/AGR/GCB6,TembhalaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Wagdari,WA/MNR/Wagdari/AGR/CNB2,WagdariCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Wagdari,WA/MNR/Wagdari/AGR/CNB1,WagdariCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Wanjarkhed,WA/MNR/Wanjarkhed/AGR/GCB2,WanjarkhedDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Wanjarkhed,WA/MNR/Wanjarkhed/AGR/GCB1,WanjarkhedDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Wapta,WA/MNR/Wapta/AGR/CNB1,WaptaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB6,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB5,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB4,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB3,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB2,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Manora,Warda,WA/MNR/Warda/AGR/GCB1,WardaDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Washim,Washim,Adgaon N. Kata,WA/WSHM/Adgaon N. Kata/AGR/CNB1,Adgaon N. KataCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Babhulgaon,WA/WSHM/Babhulgaon/AGR/CCT3,BabhulgaonCCT,Agriculture Department,,CCT,,
Maharashtra,Washim,Washim,Babhulgaon,WA/WSHM/Babhulgaon/AGR/CCT2,BabhulgaonCCT,Agriculture Department,,CCT,,
Maharashtra,Washim,Washim,Babhulgaon,WA/WSHM/Babhulgaon/AGR/CCT1,BabhulgaonCCT,Agriculture Department,,CCT,,
Maharashtra,Washim,Washim,Babhulgaon,WA/WSHM/Babhulgaon/AGR/CNB1,BabhulgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/WRD/MIDM1,BoralaMinor Dam,Water Resource Department,,Minor Dam,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB11,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB10,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB9,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB8,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB7,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB6,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB5,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB4,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB3,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB2,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Borala,WA/WSHM/Borala/AGR/CNB1,BoralaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Bramha,WA/WSHM/Bramha/AGR/CNB12,BramhaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Bramha,WA/WSHM/Bramha/AGR/CNB11,BramhaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Bramha,WA/WSHM/Bramha/AGR/CNB10,BramhaCNB,Agriculture Department,,CNB,,
Maharashtra,Washim,Washim,Bramha,WA/WSHM/Bramha/AGR/CNB9,BramhaCNB,Agriculture Department,,CNB,,
