state,district,taluka,village,structure_code,structure_name,structure_owner_department,structure_owner_department_sub_type,structure_type,village_population,Village population
Maharashtra,Akola,Patur,Adgaon Kh.,AK/PTR/Adgaon Kh./MIZP/NALA2,Adgaon Kh.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Babhali,AK/PTR/Babhali/MIZP/NALA2,BabhaliNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Babhulgaon,AK/PTR/Babhulgaon/MIZP/NALA2,BabhulgaonNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Bhandaraj Kh.,AK/PTR/Bhandaraj Kh./MIZP/NALA2,Bhandaraj Kh.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Bhanos,AK/PTR/Bhanos/MIZP/NALA2,BhanosNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Chikhalwal,AK/PTR/Chikhalwal/MIZP/NALA2,ChikhalwalNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Chinchkhed Sasti,AK/PTR/Chinchkhed Sasti/MIZP/NALA2,Chinchkhed SastiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Digras Bk.,AK/PTR/Digras Bk./MIZP/NALA2,Digras Bk.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Digras Kh.,AK/PTR/Digras Kh./MIZP/NALA2,Digras Kh.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Gondhalwadi,AK/PTR/Gondhalwadi/MIZP/NALA2,GondhalwadiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Hiwara,AK/PTR/Hiwara/MIZP/NALA2,HiwaraNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Kakadadari,AK/PTR/Kakadadari/MIZP/NALA2,KakadadariNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Khaparkheda,AK/PTR/Khaparkheda/MIZP/NALA1,KhaparkhedaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/MIZP/NALA1,PacharanNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Patte A. Patur,AK/PTR/Patte A. Patur/MIZP/NALA2,Patte A. PaturNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Sotalwan,AK/PTR/Sotalwan/MIZP/NALA2,SotalwanNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Umara,AK/PTR/Umara/MIZP/NALA2,UmaraNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Wahala Bk.,AK/PTR/Wahala Bk./MIZP/NALA2,Wahala Bk.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB16,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB15,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB14,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB13,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB12,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB11,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB10,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB9,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB8,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB7,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB6,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB5,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB4,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB3,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB2,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akola,Borgaon,AK/AKL/Borgaon/AGR/CNB1,BorgaonCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB10,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB9,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB8,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB7,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB6,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB5,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB4,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB3,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB2,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Akot,Keliweli,AK/AKT/Keliweli/AGR/GCB1,KeliweliDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Barshitakli,Atkali,AK/BRT/Atkali/AGR/CMPB3,AtkaliCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Atkali,AK/BRT/Atkali/AGR/CMPB2,AtkaliCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Atkali,AK/BRT/Atkali/AGR/CMPB1,AtkaliCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Belkhed,AK/BRT/Belkhed/AGR/CMPB3,BelkhedCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Belkhed,AK/BRT/Belkhed/AGR/CMPB2,BelkhedCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Belkhed,AK/BRT/Belkhed/AGR/CMPB1,BelkhedCompartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Gorvha,AK/BRT/Gorvha/AGR/CNB1,GorvhaCNB,Agriculture Department,,CNB,,
Maharashtra,Akola,Barshitakli,Nimbi Kh.,AK/BRT/Nimbi Kh./AGR/DCCT1,Nimbi Kh.Deep CCT,Agriculture Department,,Deep CCT,,
Maharashtra,Akola,Barshitakli,Sevanagar (N.V),AK/BRT/Sevanagar (N.V)/AGR/CMPB3,Sevanagar (N.V)Compartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Sevanagar (N.V),AK/BRT/Sevanagar (N.V)/AGR/CMPB2,Sevanagar (N.V)Compartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Barshitakli,Sevanagar (N.V),AK/BRT/Sevanagar (N.V)/AGR/CMPB1,Sevanagar (N.V)Compartment Bunding,Agriculture Department,,Compartment Bunding,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB6,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB5,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB4,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB3,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB2,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Murtijapur,Jitapur,AK/MRT/Jitapur/AGR/GCB1,JitapurDhalicha Bandh,Agriculture Department,,Dhalicha Bandh,,
Maharashtra,Akola,Patur,Jambharun,AK/PTR/Jambharun/MIZP/NALA2,JambharunNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Patur,Pangartati,AK/PTR/Pangartati/MIZP/NALA2,PangartatiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Balapur,Manaki,AK/BLP/Manaki/MIZP/VPND1,ManakiVillage Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Sarav,AK/BRT/Sarav/MIZP/CNB1,SaravCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Ajani Mahala,AK/BRT/Ajani Mahala/MIZP/CNB2,Ajani MahalaCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Ajani Mahala,AK/BRT/Ajani Mahala/MIZP/CNB1,Ajani MahalaCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Bramhandari,AK/BRT/Bramhandari/MIZP/PCTK1,BramhandariPerculation Tank,Minor Irrigation (ZP),,Perculation Tank,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN10,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN9,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN8,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN7,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN6,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN5,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN4,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN3,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN2,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Chincholi,AK/BRT/Chincholi/FST/GBBN1,ChincholiGabian Bandhara,Forest Department,,Gabian Bandhara,,
Maharashtra,Akola,Barshitakli,Gorvha,AK/BRT/Gorvha/MIZP/VPND1,GorvhaVillage Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Isapur,AK/BRT/Isapur/MIZP/KTWR1,IsapurKolapuri Bandhara,Minor Irrigation (ZP),,Kolapuri Bandhara,,
Maharashtra,Akola,Barshitakli,Khadaki,AK/BRT/Khadaki/MIZP/CNB1,KhadakiCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Kinkhed,AK/BRT/Kinkhed/MIZP/CNB2,KinkhedCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Kinkhed,AK/BRT/Kinkhed/MIZP/CNB1,KinkhedCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Kothali Bk.,AK/BRT/Kothali Bk./MIZP/VPND1,Kothali Bk.Village Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Nimbi Kh.,AK/BRT/Nimbi Kh./MIZP/CNB1,Nimbi Kh.CNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Nimbi Kh.,AK/BRT/Nimbi Kh./MIZP/KTWR1,Nimbi Kh.Kolapuri Bandhara,Minor Irrigation (ZP),,Kolapuri Bandhara,,
Maharashtra,Akola,Barshitakli,Yeranda,AK/BRT/Yeranda/MIZP/VPND1,YerandaVillage Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Sakani,AK/BRT/Sakani/MIZP/PCTK1,SakaniPerculation Tank,Minor Irrigation (ZP),,Perculation Tank,,
Maharashtra,Akola,Barshitakli,Sakani,AK/BRT/Sakani/MIZP/VPND1,SakaniVillage Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Sawarkhed,AK/BRT/Sawarkhed/MIZP/CNB1,SawarkhedCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Barshitakli,Wadgaon,AK/BRT/Wadgaon/MIZP/VPND1,WadgaonVillage Pond,Minor Irrigation (ZP),,Village Pond,,
Maharashtra,Akola,Barshitakli,Yeranda,AK/BRT/Yeranda/MIZP/CNB1,YerandaCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Murtijapur,Dhanora Kh.,AK/MRT/Dhanora Kh./MIZP/CNB2,Dhanora Kh.CNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Murtijapur,Dhanora Kh.,AK/MRT/Dhanora Kh./MIZP/CNB1,Dhanora Kh.CNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Murtijapur,Dhanora Kh.,AK/MRT/Dhanora Kh./MIZP/FP1,Dhanora Kh.Farmpond ,Minor Irrigation (ZP),,Farmpond ,,
Maharashtra,Akola,Murtijapur,Umari,AK/MRT/Umari/MIZP/CNB1,UmariCNB,Minor Irrigation (ZP),,CNB,,
Maharashtra,Akola,Patur,Bodkha,AK/PTR/Bodkha/FST/BLANK4,BodkhaTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Bodkha,AK/PTR/Bodkha/FST/BLANK3,BodkhaTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Bodkha,AK/PTR/Bodkha/FST/BLANK2,BodkhaTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Bodkha,AK/PTR/Bodkha/FST/BLANK1,BodkhaTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Malrajura,AK/PTR/Malrajura/FST/BLANK2,MalrajuraTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Malrajura,AK/PTR/Malrajura/FST/BLANK1,MalrajuraTarjali Dagdi Bandh,Forest Department,,Tarjali Dagdi Bandh,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM8,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM7,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM6,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM5,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM4,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM3,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM2,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Patur,Pacharan,AK/PTR/Pacharan/FST/CDAM1,PacharanCheck Dam,Forest Department,,Check Dam,,
Maharashtra,Akola,Akola,Amanatpur,AK/AKL/Amanatpur/MIZP/NALA1,AmanatpurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Badlapur,AK/AKL/Badlapur/MIZP/NALA2,BadlapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Badlapur,AK/AKL/Badlapur/MIZP/NALA1,BadlapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Bahadarpur,AK/AKL/Bahadarpur/MIZP/NALA1,BahadarpurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Bhamhapuri,AK/AKL/Bhamhapuri/SWC/NALA1,BhamhapuriNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Changefal,AK/AKL/Changefal/MIZP/NALA2,ChangefalNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Changefal,AK/AKL/Changefal/MIZP/NALA1,ChangefalNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Chandpur,AK/AKL/Chandpur/SWC/NALA1,ChandpurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Chandur,AK/AKL/Chandur/MIZP/NALA3,ChandurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Chandur,AK/AKL/Chandur/MIZP/NALA2,ChandurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Chandur,AK/AKL/Chandur/MIZP/NALA1,ChandurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Dahihanda,AK/AKL/Dahihanda/MIZP/TLAV1,DahihandaTalav,Minor Irrigation (ZP),,Talav,,
Maharashtra,Akola,Akola,Devali,AK/AKL/Devali/MIZP/NALA1,DevaliNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Dhaga,AK/AKL/Dhaga/SWC/NALA2,DhagaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Dhaga,AK/AKL/Dhaga/SWC/NALA1,DhagaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Dudhala,AK/AKL/Dudhala/SWC/NALA2,DudhalaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Dudhala,AK/AKL/Dudhala/SWC/NALA1,DudhalaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Faramardabad,AK/AKL/Faramardabad/SWC/NALA1,FaramardabadNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Gondapur,AK/AKL/Gondapur/MIZP/NALA1,GondapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Hingna Kumbhari,AK/AKL/Hingna Kumbhari/SWC/NALA1,Hingna KumbhariNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Kalambeshwar,AK/AKL/Kalambeshwar/MIZP/TLAV1,KalambeshwarTalav,Minor Irrigation (ZP),,Talav,,
Maharashtra,Akola,Akola,Kanchanpur,AK/AKL/Kanchanpur/SWC/NALA1,KanchanpurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Khakadi,AK/AKL/Khakadi/SWC/NALA1,KhakadiNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Khambora,AK/AKL/Khambora/SWC/NALA1,KhamboraNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Khanapur,AK/AKL/Khanapur/SWC/NALA1,KhanapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Khanapur Ugava,AK/AKL/Khanapur Ugava/MIZP/NALA1,Khanapur UgavaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Kolambi,AK/AKL/Kolambi/MIZP/NALA2,KolambiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Kolambi,AK/AKL/Kolambi/MIZP/NALA1,KolambiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Kumbhari,AK/AKL/Kumbhari/MIZP/NALA1,KumbhariNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Kurankhed,AK/AKL/Kurankhed/SWC/NALA2,KurankhedNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Kurankhed,AK/AKL/Kurankhed/SWC/NALA1,KurankhedNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Mandala,AK/AKL/Mandala/MIZP/NALA1,MandalaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Masa,AK/AKL/Masa/SWC/NALA1,MasaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Mazod,AK/AKL/Mazod/MIZP/TLAV1,MazodTalav,Minor Irrigation (ZP),,Talav,,
Maharashtra,Akola,Akola,Mirzapur,AK/AKL/Mirzapur/MIZP/NALA1,MirzapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Mustafapur,AK/AKL/Mustafapur/MIZP/NALA1,MustafapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Nandapur,AK/AKL/Nandapur/SWC/NALA2,NandapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Nandapur,AK/AKL/Nandapur/SWC/NALA1,NandapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Nimbi,AK/AKL/Nimbi/SWC/NALA1,NimbiNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Palso,AK/AKL/Palso/MIZP/TLAV1,PalsoTalav,Minor Irrigation (ZP),,Talav,,
Maharashtra,Akola,Akola,Palodhi,AK/AKL/Palodhi/SWC/NALA1,PalodhiNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Rajapur,AK/AKL/Rajapur/MIZP/NALA1,RajapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Rambhapur,AK/AKL/Rambhapur/SWC/NALA1,RambhapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Ramgaon,AK/AKL/Ramgaon/MIZP/TLAV1,RamgaonTalav,Minor Irrigation (ZP),,Talav,,
Maharashtra,Akola,Akola,Rohana,AK/AKL/Rohana/SWC/NALA2,RohanaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Rohana,AK/AKL/Rohana/SWC/NALA1,RohanaNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Shekapur,AK/AKL/Shekapur/SWC/NALA2,ShekapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Shekapur,AK/AKL/Shekapur/SWC/NALA1,ShekapurNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Shikhatkhed,AK/AKL/Shikhatkhed/MIZP/NALA1,ShikhatkhedNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Sonala,AK/AKL/Sonala/MIZP/NALA1,SonalaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Takli Pote,AK/AKL/Takli Pote/MIZP/NALA1,Takli PoteNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Wadad Bk,AK/AKL/Wadad Bk/MIZP/NALA1,Wadad BkNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Wadad Kh,AK/AKL/Wadad Kh/MIZP/NALA1,Wadad KhNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akola,Waki,AK/AKL/Waki/SWC/NALA1,WakiNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akola,Wallabh Nagar,AK/AKL/Wallabh Nagar/MIZP/NALA1,Wallabh NagarNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Adgaon Kh.,AK/AKT/Adgaon Kh./MIZP/NALA1,Adgaon Kh.Nala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Agaskhed,AK/AKT/Agaskhed/MIZP/NALA1,AgaskhedNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Akolkhed,AK/AKT/Akolkhed/SWC/NALA1,AkolkhedNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akot,Alampur,AK/AKT/Alampur/MIZP/NALA1,AlampurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Alewadi,AK/AKT/Alewadi/SWC/NALA1,AlewadiNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akot,Andh,AK/AKT/Andh/MIZP/NALA1,AndhNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Bambarda Bk,AK/AKT/Bambarda Bk/MIZP/NALA1,Bambarda BkNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Bhod,AK/AKT/Bhod/MIZP/NALA1,BhodNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Chandikapur,AK/AKT/Chandikapur/MIZP/NALA1,ChandikapurNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Chinchkhed Kh,AK/AKT/Chinchkhed Kh/SWC/NALA1,Chinchkhed KhNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akot,Chohatta,AK/AKT/Chohatta/MIZP/NALA1,ChohattaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Dangarkhed,AK/AKT/Dangarkhed/MIZP/NALA1,DangarkhedNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Dhangarwadi,AK/AKT/Dhangarwadi/MIZP/NALA1,DhangarwadiNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Dharel,AK/AKT/Dharel/SWC/NALA1,DharelNala,Soil and Water Conservation Dept,,Nala,,
Maharashtra,Akola,Akot,Diwthana,AK/AKT/Diwthana/MIZP/NALA1,DiwthanaNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Dudhali,AK/AKT/Dudhali/MIZP/NALA1,DudhaliNala,Minor Irrigation (ZP),,Nala,,
Maharashtra,Akola,Akot,Fattepur,AK/AKT/Fattepur/SWC/NALA1,FattepurNala,Soil and Water Conservation Dept,,Nala,,
